N,Hmax,obs_count,placement,cover_enabled,accuracy,graph_f1,graph_precision,graph_recall,dummy_fraction,avg_path_length,path_diversity,total_replies,conversation_threads
75,3,5,random,True,0.054,0.122,0.875,0.066,0.2,2.935,0.792,2167,1093
75,3,5,cluster,True,0.057,0.119,0.859,0.064,0.208,2.932,0.791,2168,1096
75,3,5,random,False,0.058,0.084,0.933,0.044,0.0,2.919,0.822,2176,1064
75,3,5,cluster,False,0.059,0.074,0.925,0.039,0.0,2.932,0.821,2144,1060
75,3,5,random,True,0.059,0.142,0.881,0.077,0.203,2.927,0.793,2074,1101
75,3,5,high-degree,False,0.06,0.103,0.963,0.054,0.0,2.923,0.817,2162,1047
75,1,5,random,True,0.064,0.138,0.837,0.075,0.204,2.923,0.783,2173,1088
75,1,5,random,False,0.066,0.099,0.943,0.052,0.0,2.916,0.822,2187,1067
75,1,5,high-degree,False,0.068,0.114,1.0,0.061,0.0,2.941,0.825,2171,1063
75,1,5,cluster,False,0.08,0.086,0.956,0.045,0.0,2.911,0.815,2164,1057
100,1,5,high-degree,True,0.024,0.155,0.859,0.085,0.59,2.806,0.693,3241,1976
100,3,5,high-degree,True,0.028,0.099,0.918,0.052,0.245,2.822,0.813,3231,1921
100,3,5,high-degree,True,0.03,0.092,0.883,0.048,0.241,2.816,0.809,3284,1911
100,3,5,random,True,0.03,0.07,0.84,0.037,0.254,2.809,0.807,3211,1916
100,1,5,high-degree,True,0.031,0.091,0.932,0.048,0.241,2.833,0.812,3341,1926
100,1,5,random,True,0.035,0.077,0.873,0.04,0.242,2.819,0.811,3232,1920
100,3,5,cluster,True,0.035,0.082,0.822,0.043,0.246,2.819,0.81,3229,1927
100,1,5,random,True,0.036,0.062,0.873,0.032,0.246,2.827,0.816,3211,1930
100,3,5,random,True,0.037,0.074,0.892,0.038,0.246,2.816,0.807,3219,1916
100,1,5,high-degree,False,0.038,0.04,0.972,0.02,0.0,2.837,0.856,3276,1834
100,1,5,cluster,True,0.038,0.078,0.933,0.041,0.25,2.806,0.808,3229,1933
100,1,5,cluster,True,0.038,0.073,0.835,0.038,0.255,2.81,0.801,3176,1914
100,3,5,cluster,True,0.041,0.073,0.846,0.038,0.242,2.821,0.814,3224,1906
100,3,5,random,False,0.046,0.038,0.892,0.019,0.0,2.831,0.85,3208,1800
100,1,5,random,False,0.049,0.039,0.919,0.02,0.0,2.827,0.853,3243,1803
100,3,5,cluster,False,0.05,0.038,0.943,0.019,0.0,2.828,0.852,3245,1811
100,3,5,high-degree,False,0.05,0.047,1.0,0.024,0.0,2.824,0.85,3216,1802
100,1,5,cluster,False,0.057,0.043,0.905,0.022,0.0,2.836,0.855,3204,1779
150,1,5,random,True,0.017,0.039,0.94,0.02,0.325,2.694,0.829,5531,4133
150,1,5,cluster,True,0.021,0.031,0.863,0.016,0.322,2.683,0.833,5502,4129
150,1,5,high-degree,True,0.022,0.04,0.879,0.02,0.316,2.692,0.839,5572,4148
150,1,5,random,True,0.023,0.037,0.937,0.019,0.313,2.689,0.83,5638,4119
150,3,5,high-degree,True,0.023,0.036,0.901,0.019,0.316,2.694,0.837,5507,4137
150,1,5,high-degree,True,0.023,0.034,0.861,0.017,0.315,2.689,0.836,5605,4165
150,3,5,random,True,0.024,0.027,0.869,0.013,0.304,2.69,0.836,5541,4139
150,3,5,high-degree,True,0.024,0.032,0.89,0.017,0.306,2.691,0.835,5634,4094
150,3,5,cluster,True,0.025,0.037,0.915,0.019,0.309,2.691,0.836,5616,4108
150,3,5,cluster,True,0.026,0.03,0.897,0.015,0.326,2.688,0.83,5525,4131
150,1,5,cluster,False,0.027,0.013,0.897,0.007,0.0,2.704,0.886,5581,3696
150,1,5,cluster,True,0.028,0.026,0.85,0.013,0.313,2.691,0.834,5489,4100
150,1,5,random,False,0.028,0.011,0.88,0.006,0.0,2.704,0.888,5563,3614
150,3,5,random,True,0.031,0.035,0.897,0.018,0.312,2.69,0.834,5653,4127
150,3,5,high-degree,False,0.032,0.012,0.923,0.006,0.0,2.704,0.882,5654,3686
150,3,5,random,False,0.032,0.016,0.914,0.008,0.0,2.707,0.885,5675,3673
150,1,5,high-degree,False,0.034,0.011,0.955,0.005,0.0,2.713,0.882,5660,3648
150,3,5,cluster,False,0.037,0.012,1.0,0.006,0.0,2.704,0.885,5628,3643
200,3,5,high-degree,True,0.014,0.014,0.909,0.007,0.387,2.615,0.842,7707,7034
200,1,5,high-degree,True,0.015,0.07,0.843,0.036,0.722,2.606,0.704,7904,7666
200,3,5,high-degree,True,0.016,0.017,0.952,0.008,0.369,2.618,0.845,7823,6962
200,1,5,cluster,True,0.016,0.016,0.933,0.008,0.372,2.613,0.845,7813,7015
200,1,5,random,True,0.016,0.012,0.891,0.006,0.373,2.617,0.848,7942,7037
200,3,5,random,True,0.016,0.018,0.833,0.009,0.381,2.614,0.841,7998,7058
200,3,5,cluster,True,0.016,0.012,0.863,0.006,0.372,2.616,0.846,7910,7048
200,1,5,cluster,True,0.017,0.013,0.889,0.007,0.385,2.617,0.842,7724,7036
200,1,5,random,True,0.018,0.02,0.89,0.01,0.372,2.619,0.851,7905,7005
200,1,5,high-degree,True,0.018,0.012,0.978,0.006,0.373,2.619,0.845,7890,7038
200,3,5,cluster,True,0.019,0.015,0.857,0.008,0.375,2.62,0.847,7966,6992
200,3,5,random,True,0.02,0.014,0.79,0.007,0.371,2.619,0.848,7848,7015
200,1,5,random,False,0.025,0.003,1.0,0.001,0.0,2.638,0.907,7830,5783
200,1,5,high-degree,False,0.025,0.004,1.0,0.002,0.0,2.638,0.901,7854,5766
200,1,5,cluster,False,0.026,0.004,0.867,0.002,0.0,2.639,0.905,7811,5779
200,3,5,random,False,0.028,0.004,0.938,0.002,0.0,2.639,0.904,7872,5815
200,3,5,high-degree,False,0.03,0.006,1.0,0.003,0.0,2.637,0.902,7801,5724
200,3,5,cluster,False,0.03,0.006,0.958,0.003,0.0,2.636,0.901,7825,5739
300,1,5,cluster,True,0.01,0.007,0.933,0.003,0.462,2.59,0.861,12850,14688
300,3,5,high-degree,True,0.011,0.005,0.913,0.003,0.463,2.59,0.864,12729,14789
300,3,5,cluster,True,0.011,0.004,0.78,0.002,0.462,2.589,0.864,12869,14761
300,1,5,random,True,0.011,0.006,0.904,0.003,0.465,2.59,0.864,12824,14730
300,3,5,cluster,True,0.011,0.007,0.879,0.004,0.472,2.588,0.859,12737,14774
300,3,5,random,True,0.011,0.01,0.92,0.005,0.46,2.59,0.861,12851,14737
300,1,5,high-degree,True,0.011,0.004,0.854,0.002,0.463,2.589,0.862,12798,14689
300,1,5,random,True,0.012,0.009,0.938,0.005,0.483,2.587,0.858,12746,14909
300,1,5,cluster,True,0.012,0.006,0.865,0.003,0.463,2.588,0.863,12767,14725
300,3,5,high-degree,True,0.012,0.005,0.905,0.002,0.464,2.584,0.862,12713,14633
300,1,5,high-degree,True,0.013,0.005,0.891,0.003,0.469,2.59,0.863,12892,14910
300,3,5,random,True,0.013,0.007,0.93,0.003,0.465,2.591,0.864,12770,14637
300,3,5,high-degree,False,0.017,0.002,1.0,0.001,0.0,2.607,0.927,12799,10623
300,1,5,high-degree,False,0.017,0.001,0.917,0.001,0.0,2.605,0.93,12517,10505
300,3,5,random,False,0.018,0.002,0.944,0.001,0.0,2.603,0.926,12677,10494
300,1,5,cluster,False,0.02,0.002,0.933,0.001,0.0,2.605,0.929,12658,10578
300,1,5,random,False,0.02,0.001,0.769,0.001,0.0,2.605,0.927,12763,10505
300,3,5,cluster,False,0.022,0.002,0.933,0.001,0.0,2.604,0.925,12743,10461
400,1,5,random,True,0.008,0.004,0.924,0.002,0.539,2.58,0.867,17168,24842
400,3,5,random,True,0.008,0.004,0.861,0.002,0.54,2.579,0.866,17092,24706
400,1,5,cluster,True,0.009,0.003,0.891,0.001,0.537,2.581,0.869,17175,24756
400,1,5,high-degree,True,0.009,0.003,0.826,0.001,0.541,2.583,0.867,17127,24885
400,1,5,random,True,0.009,0.004,0.947,0.002,0.537,2.578,0.866,17161,24855
400,3,5,high-degree,True,0.009,0.002,0.848,0.001,0.539,2.58,0.866,17261,24810
400,3,5,random,True,0.009,0.005,0.888,0.002,0.583,2.578,0.858,17172,26014
400,3,5,high-degree,True,0.01,0.002,0.842,0.001,0.536,2.581,0.867,17311,24638
400,1,5,high-degree,True,0.01,0.002,0.854,0.001,0.539,2.579,0.868,17096,24816
400,3,5,cluster,True,0.01,0.005,0.932,0.002,0.547,2.582,0.866,17254,25070
400,3,5,cluster,True,0.011,0.002,0.794,0.001,0.538,2.58,0.869,17086,24725
400,1,5,cluster,True,0.011,0.003,0.959,0.002,0.545,2.583,0.866,17119,24861
400,1,5,high-degree,False,0.013,0.0,0.667,0.0,0.0,2.602,0.941,17138,15510
400,1,5,cluster,False,0.014,0.0,0.875,0.0,0.0,2.605,0.94,17111,15363
400,3,5,random,False,0.015,0.001,1.0,0.0,0.0,2.603,0.94,17202,15448
400,3,5,cluster,False,0.015,0.001,0.923,0.0,0.0,2.599,0.938,17060,15414
400,3,5,high-degree,False,0.015,0.001,1.0,0.0,0.0,2.604,0.938,17214,15421
400,1,5,random,False,0.017,0.001,1.0,0.0,0.0,2.606,0.94,17238,15466
