N,Hmax,obs_count,placement,cover_enabled,accuracy,graph_f1,graph_precision,graph_recall,dummy_fraction,avg_path_length,path_diversity,total_replies,conversation_threads
50,2,5,cluster,True,0.08,0.238,0.905,0.137,0.146,3.005,0.752,1197,493
50,2,5,random,False,0.08,0.208,0.875,0.118,0.0,2.992,0.773,1184,484
50,2,5,random,True,0.08,0.23,0.789,0.135,0.154,2.989,0.755,1166,487
50,3,5,high-degree,True,0.08,0.252,0.816,0.149,0.153,2.992,0.752,1157,486
50,2,5,random,True,0.081,0.23,0.778,0.135,0.163,3.008,0.75,1208,496
50,3,10,high-degree,True,0.083,0.427,0.861,0.284,0.153,3.008,0.756,1177,490
50,3,10,cluster,True,0.083,0.369,0.818,0.238,0.15,3.01,0.755,1150,486
50,1,5,random,True,0.085,0.218,0.839,0.125,0.168,2.991,0.745,1172,486
50,2,5,cluster,True,0.085,0.178,0.642,0.103,0.149,3.003,0.759,1156,496
50,2,10,high-degree,True,0.085,0.427,0.861,0.284,0.155,2.985,0.753,1170,490
50,3,5,high-degree,False,0.085,0.214,0.85,0.123,0.0,2.986,0.767,1180,491
50,1,10,high-degree,True,0.086,0.423,0.879,0.279,0.149,2.986,0.75,1182,488
50,1,10,high-degree,False,0.086,0.339,0.854,0.212,0.0,3.003,0.769,1162,486
50,1,5,random,True,0.087,0.207,0.758,0.12,0.151,2.991,0.75,1169,489
50,1,10,cluster,True,0.088,0.371,0.846,0.238,0.146,2.998,0.747,1151,491
50,1,5,cluster,False,0.089,0.191,0.833,0.108,0.0,2.982,0.768,1141,485
50,3,5,cluster,True,0.089,0.231,0.824,0.135,0.156,3.009,0.748,1164,494
50,3,5,random,False,0.089,0.181,0.857,0.101,0.0,2.967,0.761,1139,483
50,2,10,high-degree,True,0.09,0.411,0.868,0.269,0.147,2.985,0.744,1171,489
50,2,10,cluster,True,0.09,0.384,0.802,0.252,0.156,2.995,0.759,1160,488
50,3,10,random,True,0.092,0.397,0.82,0.262,0.153,2.986,0.752,1134,492
50,1,5,cluster,True,0.092,0.225,0.844,0.13,0.157,3.021,0.763,1149,489
50,2,10,cluster,False,0.093,0.331,0.913,0.202,0.0,2.957,0.761,1139,492
50,3,5,high-degree,True,0.093,0.267,0.835,0.159,0.156,2.979,0.744,1162,484
50,3,5,cluster,True,0.097,0.206,0.817,0.118,0.149,3.017,0.765,1170,489
50,3,5,cluster,False,0.097,0.164,0.792,0.091,0.0,2.979,0.773,1163,480
50,2,10,random,False,0.097,0.295,0.76,0.183,0.0,2.986,0.774,1192,489
50,2,10,random,True,0.097,0.409,0.848,0.269,0.149,3.009,0.754,1157,489
50,1,10,cluster,False,0.098,0.328,0.833,0.204,0.0,2.986,0.769,1169,485
50,2,5,cluster,False,0.102,0.208,0.891,0.118,0.0,2.975,0.773,1189,486
50,1,5,random,False,0.103,0.207,0.845,0.118,0.0,2.987,0.765,1169,490
50,3,10,cluster,True,0.104,0.389,0.847,0.252,0.142,2.996,0.749,1124,484
50,2,10,high-degree,False,0.118,0.364,0.896,0.228,0.0,2.982,0.764,1142,485
50,1,10,random,False,0.125,0.32,0.845,0.197,0.0,2.963,0.755,1163,488
75,3,5,cluster,True,0.036,0.148,0.895,0.08,0.198,2.918,0.793,2171,1087
75,1,5,high-degree,True,0.039,0.139,0.911,0.075,0.203,2.918,0.795,2173,1097
75,3,5,random,True,0.04,0.138,0.867,0.075,0.208,2.911,0.794,2172,1098
75,2,5,high-degree,True,0.04,0.142,0.871,0.077,0.198,2.918,0.8,2143,1083
75,3,5,high-degree,True,0.041,0.15,0.951,0.082,0.196,2.908,0.794,2177,1096
75,3,5,high-degree,True,0.042,0.155,0.92,0.085,0.207,2.903,0.791,2160,1086
75,3,10,cluster,True,0.043,0.302,0.766,0.188,0.533,2.887,0.678,2166,1108
75,2,5,random,True,0.043,0.128,0.904,0.069,0.201,2.926,0.79,2140,1091
75,1,5,high-degree,True,0.045,0.155,0.9,0.085,0.203,2.915,0.794,2169,1082
75,1,5,random,True,0.046,0.109,0.824,0.059,0.214,2.906,0.789,2176,1093
75,1,10,random,True,0.046,0.248,0.885,0.144,0.197,2.917,0.795,2184,1083
75,2,5,high-degree,True,0.047,0.153,0.87,0.084,0.198,2.909,0.797,2173,1095
75,1,5,random,True,0.047,0.135,0.875,0.073,0.198,2.924,0.793,2127,1088
75,2,5,random,True,0.048,0.177,0.798,0.099,0.532,2.883,0.684,2152,1101
75,3,5,cluster,True,0.048,0.148,0.885,0.08,0.203,2.922,0.807,2118,1092
75,3,10,random,True,0.049,0.235,0.867,0.136,0.208,2.913,0.79,2172,1100
75,1,5,cluster,True,0.049,0.128,0.88,0.069,0.225,2.904,0.787,2104,1085
75,2,5,cluster,False,0.05,0.074,0.925,0.039,0.0,2.911,0.829,2139,1051
75,1,10,cluster,True,0.05,0.232,0.871,0.134,0.199,2.91,0.793,2177,1092
75,2,5,cluster,True,0.05,0.124,0.842,0.067,0.2,2.918,0.796,2160,1089
75,1,5,cluster,True,0.051,0.119,0.859,0.064,0.203,2.931,0.799,2152,1102
75,3,10,random,True,0.051,0.219,0.87,0.125,0.197,2.909,0.795,2095,1088
75,2,10,cluster,True,0.051,0.229,0.847,0.133,0.202,2.912,0.792,2173,1099
75,2,10,high-degree,True,0.053,0.357,0.85,0.226,0.535,2.89,0.674,2153,1110
75,2,10,random,True,0.053,0.249,0.88,0.145,0.21,2.898,0.792,2182,1105
75,1,10,random,True,0.053,0.244,0.85,0.142,0.198,2.935,0.797,2165,1098
75,3,10,random,False,0.054,0.181,0.941,0.1,0.0,2.932,0.825,2193,1060
75,1,10,high-degree,True,0.054,0.288,0.901,0.171,0.201,2.918,0.794,2178,1088
75,3,5,random,False,0.054,0.105,0.946,0.055,0.0,2.928,0.827,2151,1050
75,3,10,high-degree,True,0.055,0.269,0.91,0.158,0.202,2.908,0.791,2164,1100
75,1,10,cluster,True,0.055,0.232,0.865,0.134,0.19,2.912,0.796,2149,1089
75,1,10,high-degree,True,0.055,0.249,0.88,0.145,0.199,2.905,0.797,2124,1090
75,3,10,high-degree,True,0.055,0.273,0.89,0.161,0.204,2.919,0.797,2156,1091
75,2,5,cluster,True,0.055,0.144,0.862,0.078,0.272,2.89,0.761,2159,1096
75,2,10,high-degree,True,0.056,0.263,0.881,0.155,0.198,2.918,0.792,2179,1093
75,3,5,random,True,0.056,0.121,0.873,0.065,0.205,2.926,0.799,2152,1094
75,1,5,cluster,False,0.056,0.093,0.94,0.049,0.0,2.914,0.82,2205,1055
75,3,10,cluster,True,0.056,0.233,0.828,0.136,0.214,2.902,0.79,2164,1099
75,1,5,random,False,0.057,0.086,0.915,0.045,0.0,2.94,0.832,2155,1074
75,1,10,cluster,False,0.057,0.159,0.933,0.087,0.0,2.917,0.832,2137,1066
75,2,5,high-degree,False,0.058,0.091,0.939,0.048,0.0,2.93,0.825,2142,1055
75,3,5,high-degree,False,0.058,0.095,0.98,0.05,0.0,2.925,0.831,2103,1050
75,2,10,random,True,0.059,0.224,0.838,0.13,0.199,2.924,0.795,2158,1085
75,2,10,cluster,True,0.059,0.218,0.869,0.124,0.194,2.92,0.795,2162,1093
75,2,10,high-degree,False,0.059,0.169,0.927,0.093,0.0,2.917,0.823,2140,1054
75,1,10,random,False,0.06,0.155,0.942,0.085,0.0,2.932,0.827,2155,1043
75,3,10,high-degree,False,0.065,0.19,0.971,0.106,0.0,2.934,0.827,2099,1057
75,2,10,random,False,0.066,0.167,0.907,0.092,0.0,2.927,0.828,2126,1064
75,2,5,random,False,0.067,0.076,0.905,0.04,0.0,2.918,0.83,2136,1064
75,1,10,high-degree,False,0.067,0.183,0.933,0.101,0.0,2.931,0.827,2156,1040
75,3,5,cluster,False,0.073,0.09,0.978,0.047,0.0,2.914,0.824,2118,1049
75,1,5,high-degree,False,0.074,0.103,0.945,0.054,0.0,2.93,0.827,2097,1048
75,2,10,cluster,False,0.08,0.174,0.893,0.096,0.0,2.921,0.827,2152,1063
75,3,10,cluster,False,0.1,0.138,0.959,0.074,0.0,2.923,0.826,2104,1056
100,3,5,high-degree,True,0.028,0.083,0.915,0.044,0.224,2.83,0.807,3258,1904
100,3,5,random,True,0.03,0.074,0.904,0.038,0.242,2.817,0.803,3170,1898
100,1,5,high-degree,True,0.031,0.075,0.905,0.039,0.229,2.824,0.813,3167,1908
100,1,10,high-degree,True,0.032,0.14,0.873,0.076,0.237,2.831,0.81,3201,1901
100,1,5,random,True,0.033,0.076,0.919,0.04,0.244,2.825,0.807,3308,1902
100,2,5,high-degree,True,0.033,0.082,0.871,0.043,0.236,2.821,0.805,3231,1893
100,3,10,high-degree,True,0.034,0.15,0.87,0.082,0.25,2.834,0.812,3233,1898
100,3,5,high-degree,True,0.034,0.081,0.901,0.042,0.231,2.817,0.808,3282,1915
100,2,5,random,True,0.034,0.082,0.925,0.043,0.236,2.825,0.807,3306,1914
100,2,5,random,True,0.034,0.084,0.844,0.044,0.236,2.831,0.809,3250,1904
100,1,10,random,True,0.034,0.155,0.918,0.085,0.232,2.822,0.809,3281,1904
100,2,10,high-degree,True,0.035,0.151,0.899,0.083,0.239,2.831,0.812,3258,1907
100,3,5,cluster,True,0.035,0.071,0.865,0.037,0.236,2.824,0.809,3223,1900
100,1,10,high-degree,True,0.035,0.156,0.87,0.086,0.243,2.832,0.814,3228,1916
100,3,5,cluster,True,0.035,0.062,0.902,0.032,0.237,2.836,0.814,3233,1900
100,2,5,high-degree,True,0.035,0.088,0.87,0.047,0.23,2.832,0.817,3185,1906
100,1,10,cluster,True,0.036,0.14,0.856,0.076,0.236,2.826,0.813,3218,1921
100,2,5,cluster,True,0.036,0.078,0.933,0.041,0.235,2.824,0.813,3232,1908
100,3,10,cluster,True,0.036,0.136,0.852,0.074,0.24,2.838,0.815,3251,1917
100,1,10,random,True,0.037,0.135,0.857,0.073,0.235,2.825,0.81,3202,1903
100,1,5,high-degree,True,0.037,0.073,0.903,0.038,0.236,2.837,0.814,3271,1917
100,2,10,random,True,0.037,0.255,0.825,0.151,0.582,2.823,0.7,3275,1955
100,1,5,random,True,0.037,0.069,0.849,0.036,0.237,2.827,0.813,3251,1924
100,1,10,cluster,True,0.038,0.142,0.899,0.077,0.234,2.835,0.812,3202,1908
100,1,5,cluster,True,0.038,0.088,0.94,0.046,0.238,2.815,0.81,3265,1921
100,3,10,cluster,True,0.038,0.129,0.845,0.07,0.247,2.836,0.81,3180,1914
100,1,5,high-degree,False,0.039,0.038,0.943,0.019,0.0,2.856,0.857,3183,1813
100,2,5,cluster,True,0.04,0.089,0.871,0.047,0.237,2.824,0.809,3223,1905
100,2,5,high-degree,False,0.041,0.041,0.878,0.021,0.0,2.856,0.863,3176,1835
100,3,10,high-degree,True,0.041,0.134,0.88,0.073,0.232,2.827,0.808,3244,1906
100,2,10,cluster,True,0.041,0.138,0.896,0.075,0.237,2.845,0.815,3297,1924
100,2,10,random,True,0.041,0.125,0.892,0.067,0.241,2.822,0.814,3233,1909
100,2,10,high-degree,False,0.042,0.074,0.93,0.038,0.0,2.862,0.859,3242,1816
100,1,10,high-degree,False,0.042,0.063,0.949,0.033,0.0,2.857,0.858,3254,1813
100,3,10,random,True,0.043,0.159,0.898,0.087,0.267,2.815,0.792,3288,1902
100,2,10,high-degree,True,0.043,0.139,0.915,0.075,0.234,2.828,0.812,3227,1899
100,2,10,cluster,True,0.043,0.143,0.87,0.078,0.238,2.829,0.805,3265,1898
100,1,5,random,False,0.044,0.045,0.976,0.023,0.0,2.857,0.854,3207,1797
100,3,5,random,True,0.045,0.098,0.947,0.052,0.236,2.843,0.817,3269,1915
100,1,5,cluster,True,0.046,0.065,0.892,0.034,0.241,2.816,0.809,3216,1902
100,3,10,random,True,0.047,0.12,0.867,0.065,0.238,2.826,0.81,3206,1890
100,3,5,random,False,0.048,0.035,0.969,0.018,0.0,2.859,0.866,3196,1816
100,3,5,high-degree,False,0.05,0.04,0.921,0.02,0.0,2.85,0.857,3248,1798
100,1,10,cluster,False,0.052,0.072,0.914,0.037,0.0,2.839,0.855,3243,1804
100,2,5,cluster,False,0.056,0.041,0.973,0.021,0.0,2.849,0.849,3216,1790
100,3,10,cluster,False,0.057,0.069,0.939,0.036,0.0,2.863,0.849,3212,1817
100,3,5,cluster,False,0.057,0.033,0.906,0.017,0.0,2.859,0.854,3247,1805
100,1,10,random,False,0.058,0.09,0.953,0.047,0.0,2.844,0.846,3244,1801
100,2,10,random,False,0.059,0.071,0.926,0.037,0.0,2.855,0.853,3289,1821
100,3,10,high-degree,False,0.06,0.091,0.988,0.048,0.0,2.851,0.856,3288,1792
100,1,5,cluster,False,0.062,0.035,0.969,0.018,0.0,2.851,0.854,3278,1804
100,2,10,cluster,False,0.062,0.072,0.914,0.037,0.0,2.848,0.855,3237,1804
100,2,5,random,False,0.063,0.035,0.939,0.018,0.0,2.844,0.855,3282,1815
100,3,10,random,False,0.067,0.084,0.905,0.044,0.0,2.871,0.861,3271,1801
150,1,5,high-degree,True,0.02,0.032,0.97,0.017,0.316,2.684,0.836,5619,4155
150,1,10,cluster,True,0.021,0.056,0.926,0.029,0.312,2.689,0.837,5606,4110
150,2,5,cluster,True,0.021,0.038,0.894,0.019,0.308,2.688,0.838,5617,4138
150,1,10,random,True,0.021,0.061,0.88,0.032,0.315,2.69,0.836,5572,4146
150,2,5,random,True,0.021,0.033,0.93,0.017,0.322,2.688,0.832,5563,4118
150,3,10,high-degree,True,0.022,0.064,0.942,0.033,0.309,2.683,0.839,5598,4132
150,1,10,high-degree,True,0.022,0.076,0.918,0.04,0.305,2.693,0.837,5669,4125
150,1,10,cluster,True,0.023,0.065,0.899,0.034,0.337,2.697,0.831,5483,4136
150,3,5,cluster,True,0.023,0.033,0.859,0.017,0.349,2.685,0.829,5548,4195
150,3,5,cluster,True,0.023,0.037,0.796,0.019,0.312,2.691,0.836,5586,4115
150,2,5,high-degree,True,0.023,0.032,0.915,0.017,0.315,2.692,0.838,5552,4123
150,3,10,random,True,0.023,0.056,0.891,0.029,0.311,2.678,0.834,5554,4114
150,2,10,high-degree,True,0.023,0.066,0.912,0.034,0.309,2.691,0.84,5653,4127
150,2,10,high-degree,True,0.023,0.065,0.911,0.034,0.315,2.686,0.834,5659,4142
150,3,5,high-degree,True,0.023,0.039,0.898,0.02,0.308,2.682,0.836,5758,4105
150,2,5,random,True,0.023,0.034,0.812,0.018,0.322,2.685,0.834,5514,4126
150,1,5,high-degree,True,0.023,0.03,0.845,0.015,0.305,2.694,0.839,5666,4120
150,1,5,random,True,0.023,0.028,0.903,0.014,0.306,2.691,0.839,5713,4131
150,2,5,cluster,True,0.024,0.031,0.863,0.016,0.312,2.692,0.839,5596,4123
150,1,5,random,True,0.024,0.037,0.902,0.019,0.31,2.691,0.838,5630,4137
150,2,10,cluster,True,0.024,0.05,0.902,0.026,0.319,2.695,0.829,5682,4146
150,3,10,cluster,True,0.024,0.066,0.9,0.034,0.32,2.689,0.836,5598,4125
150,1,5,cluster,True,0.024,0.028,0.932,0.014,0.313,2.688,0.835,5542,4117
150,1,10,high-degree,True,0.025,0.067,0.907,0.035,0.306,2.689,0.835,5675,4121
150,2,5,cluster,False,0.025,0.01,0.95,0.005,0.0,2.706,0.889,5576,3605
150,3,10,high-degree,True,0.025,0.065,0.892,0.034,0.314,2.681,0.83,5625,4135
150,2,10,random,True,0.025,0.071,0.849,0.037,0.312,2.7,0.836,5589,4109
150,2,10,random,True,0.025,0.068,0.885,0.035,0.31,2.688,0.833,5605,4128
150,2,10,cluster,True,0.025,0.062,0.881,0.032,0.319,2.689,0.835,5590,4133
150,2,5,high-degree,True,0.026,0.034,0.885,0.018,0.311,2.694,0.841,5608,4134
150,1,5,cluster,True,0.026,0.032,0.903,0.017,0.304,2.687,0.84,5625,4108
150,3,5,high-degree,True,0.026,0.041,0.901,0.021,0.312,2.693,0.837,5583,4109
150,1,10,random,True,0.026,0.057,0.928,0.029,0.308,2.69,0.84,5562,4130
150,3,5,random,True,0.026,0.027,0.9,0.014,0.305,2.69,0.839,5626,4084
150,3,5,random,True,0.026,0.035,0.886,0.018,0.314,2.684,0.831,5682,4125
150,3,10,cluster,True,0.027,0.057,0.859,0.029,0.313,2.689,0.836,5695,4140
150,3,10,random,True,0.028,0.052,0.861,0.027,0.305,2.696,0.842,5651,4127
150,3,5,high-degree,False,0.028,0.013,1.0,0.007,0.0,2.707,0.887,5566,3623
150,1,5,high-degree,False,0.028,0.016,1.0,0.008,0.0,2.705,0.883,5591,3662
150,3,10,cluster,False,0.03,0.023,0.978,0.011,0.0,2.703,0.888,5605,3676
150,2,5,random,False,0.031,0.011,0.913,0.005,0.0,2.696,0.884,5590,3621
150,1,10,cluster,False,0.031,0.025,0.98,0.013,0.0,2.704,0.886,5506,3597
150,2,10,cluster,False,0.032,0.024,0.98,0.012,0.0,2.703,0.887,5541,3636
150,3,5,cluster,False,0.033,0.01,1.0,0.005,0.0,2.699,0.887,5560,3675
150,3,10,high-degree,False,0.035,0.028,0.965,0.014,0.0,2.697,0.881,5493,3611
150,1,5,cluster,False,0.035,0.011,0.917,0.006,0.0,2.699,0.881,5568,3621
150,2,5,high-degree,False,0.036,0.013,0.926,0.006,0.0,2.703,0.888,5496,3634
150,1,10,random,False,0.037,0.025,0.98,0.013,0.0,2.693,0.885,5578,3639
150,1,5,random,False,0.038,0.014,0.964,0.007,0.0,2.702,0.884,5561,3648
150,1,10,high-degree,False,0.038,0.028,0.917,0.014,0.0,2.71,0.889,5570,3658
150,3,5,random,False,0.041,0.014,0.966,0.007,0.0,2.707,0.884,5496,3620
150,3,10,random,False,0.041,0.021,0.953,0.01,0.0,2.706,0.878,5569,3608
150,2,10,random,False,0.043,0.025,1.0,0.013,0.0,2.695,0.885,5502,3670
150,2,10,high-degree,False,0.046,0.024,0.94,0.012,0.0,2.699,0.884,5506,3640
200,1,10,cluster,True,0.015,0.037,0.894,0.019,0.37,2.626,0.852,7909,7026
200,2,5,high-degree,True,0.015,0.017,0.938,0.008,0.376,2.632,0.85,7938,7051
200,1,5,random,True,0.015,0.013,0.828,0.007,0.383,2.627,0.847,7711,7036
200,3,5,random,True,0.015,0.02,0.909,0.01,0.376,2.63,0.849,7828,7003
200,2,5,cluster,True,0.016,0.022,0.92,0.011,0.371,2.626,0.849,7877,6967
200,3,5,cluster,True,0.016,0.02,0.875,0.01,0.369,2.628,0.85,7790,6986
200,1,10,high-degree,True,0.017,0.03,0.939,0.015,0.372,2.632,0.851,7795,6975
200,1,5,high-degree,True,0.017,0.015,0.964,0.007,0.368,2.633,0.852,7829,6968
200,3,5,random,True,0.017,0.014,0.925,0.007,0.376,2.629,0.85,7865,7024
200,2,10,cluster,True,0.017,0.034,0.897,0.017,0.371,2.632,0.851,7875,6979
200,3,5,high-degree,True,0.017,0.013,0.939,0.007,0.363,2.629,0.849,7939,7007
200,3,10,random,True,0.017,0.037,0.886,0.019,0.374,2.632,0.85,7881,6993
200,2,5,cluster,True,0.017,0.014,0.778,0.007,0.367,2.63,0.85,7925,7007
200,3,10,cluster,True,0.018,0.037,0.894,0.019,0.375,2.624,0.847,7976,7036
200,2,5,random,True,0.018,0.015,0.831,0.008,0.39,2.629,0.846,7894,7092
200,1,5,cluster,True,0.018,0.017,0.984,0.009,0.37,2.626,0.85,7905,7040
200,2,10,random,True,0.018,0.029,0.851,0.015,0.371,2.631,0.852,7884,7010
200,1,5,cluster,True,0.018,0.018,0.853,0.009,0.371,2.631,0.852,7847,6955
200,1,10,cluster,True,0.019,0.037,0.911,0.019,0.372,2.626,0.845,7926,7043
200,2,10,high-degree,True,0.019,0.034,0.946,0.017,0.374,2.626,0.847,7851,7005
200,3,10,high-degree,True,0.019,0.032,0.927,0.016,0.373,2.629,0.848,7938,7034
200,3,5,high-degree,True,0.019,0.016,0.905,0.008,0.369,2.632,0.852,7976,6978
200,1,10,random,True,0.019,0.035,0.833,0.018,0.375,2.633,0.853,7820,7063
200,2,5,high-degree,True,0.019,0.019,0.971,0.01,0.373,2.625,0.847,7889,7036
200,1,5,random,True,0.019,0.018,0.917,0.009,0.375,2.63,0.85,7865,7035
200,1,5,high-degree,True,0.019,0.018,0.913,0.009,0.372,2.635,0.849,7854,7072
200,2,10,random,True,0.019,0.037,0.865,0.019,0.401,2.626,0.838,7920,7120
200,2,10,cluster,True,0.019,0.032,0.928,0.016,0.372,2.623,0.848,7945,7046
200,3,5,cluster,True,0.02,0.018,0.823,0.009,0.376,2.632,0.849,7729,6997
200,3,10,random,True,0.02,0.038,0.92,0.02,0.371,2.625,0.848,7905,6997
200,1,10,high-degree,True,0.02,0.033,0.93,0.017,0.377,2.628,0.85,7870,7044
200,2,5,random,True,0.02,0.045,0.849,0.023,0.581,2.622,0.782,7900,7521
200,2,10,high-degree,True,0.021,0.036,0.941,0.018,0.374,2.619,0.847,7886,7021
200,3,10,cluster,True,0.021,0.035,0.933,0.018,0.37,2.627,0.848,7956,7033
200,2,5,random,False,0.021,0.003,0.923,0.002,0.0,2.636,0.902,7755,5769
200,3,10,high-degree,True,0.022,0.03,0.947,0.015,0.368,2.628,0.85,7853,7018
200,2,5,high-degree,False,0.022,0.004,1.0,0.002,0.0,2.634,0.901,7814,5767
200,1,10,random,True,0.022,0.035,0.894,0.018,0.397,2.624,0.841,7935,7097
200,3,5,high-degree,False,0.022,0.005,1.0,0.002,0.0,2.634,0.903,7777,5731
200,1,10,cluster,False,0.022,0.008,0.848,0.004,0.0,2.645,0.903,8019,5822
200,3,10,random,False,0.024,0.01,0.881,0.005,0.0,2.645,0.911,7846,5805
200,1,5,random,False,0.025,0.002,1.0,0.001,0.0,2.645,0.906,7923,5857
200,2,10,cluster,False,0.026,0.011,0.952,0.006,0.0,2.635,0.903,7844,5782
200,2,5,cluster,False,0.027,0.005,0.9,0.003,0.0,2.639,0.904,7878,5765
200,3,5,random,False,0.028,0.007,1.0,0.004,0.0,2.646,0.907,7959,5785
200,1,5,cluster,False,0.028,0.006,0.952,0.003,0.0,2.646,0.904,7971,5748
200,3,10,cluster,False,0.029,0.012,0.915,0.006,0.0,2.64,0.898,7885,5759
200,2,10,random,False,0.029,0.009,1.0,0.004,0.0,2.639,0.9,7812,5752
200,3,5,cluster,False,0.03,0.006,1.0,0.003,0.0,2.65,0.908,7848,5791
200,3,10,high-degree,False,0.03,0.01,0.971,0.005,0.0,2.638,0.904,7891,5784
200,1,5,high-degree,False,0.03,0.008,1.0,0.004,0.0,2.645,0.906,7960,5787
200,1,10,random,False,0.032,0.01,0.895,0.005,0.0,2.642,0.903,7724,5784
200,1,10,high-degree,False,0.033,0.01,0.974,0.005,0.0,2.64,0.904,7899,5751
200,2,10,high-degree,False,0.037,0.012,0.933,0.006,0.0,2.639,0.906,7881,5771
300,3,5,random,True,0.009,0.007,0.877,0.004,0.468,2.589,0.863,12639,14718
300,1,5,random,True,0.01,0.009,0.886,0.004,0.467,2.587,0.863,12767,14728
300,3,5,high-degree,True,0.01,0.005,0.826,0.002,0.466,2.588,0.861,12785,14779
300,3,5,high-degree,True,0.011,0.005,0.956,0.003,0.469,2.582,0.856,12816,14793
300,2,5,random,True,0.011,0.007,0.836,0.003,0.465,2.582,0.858,12816,14851
300,2,10,cluster,True,0.011,0.014,0.929,0.007,0.466,2.585,0.862,12835,14807
300,3,10,high-degree,True,0.011,0.011,0.929,0.006,0.472,2.585,0.86,12700,14837
300,1,10,high-degree,True,0.011,0.015,0.901,0.007,0.499,2.586,0.856,12756,15168
300,3,10,cluster,True,0.011,0.011,0.883,0.006,0.469,2.583,0.86,12884,14765
300,1,10,random,True,0.011,0.017,0.944,0.008,0.466,2.587,0.861,12858,14754
300,1,10,cluster,True,0.011,0.015,0.894,0.007,0.467,2.583,0.858,12875,14793
300,3,10,cluster,True,0.011,0.012,0.865,0.006,0.468,2.584,0.861,12574,14801
300,3,5,cluster,True,0.012,0.006,0.836,0.003,0.47,2.584,0.858,12834,14831
300,1,10,random,True,0.012,0.012,0.872,0.006,0.469,2.589,0.863,12711,14791
300,3,5,random,True,0.012,0.007,0.935,0.004,0.465,2.584,0.859,12741,14705
300,1,5,high-degree,True,0.012,0.006,0.923,0.003,0.468,2.584,0.858,12851,14841
300,2,10,cluster,True,0.012,0.013,0.914,0.007,0.472,2.585,0.86,12741,14818
300,3,10,random,True,0.012,0.012,0.867,0.006,0.471,2.586,0.857,12820,14848
300,1,5,cluster,True,0.012,0.006,0.922,0.003,0.466,2.587,0.864,12804,14841
300,2,10,high-degree,True,0.012,0.013,0.889,0.006,0.475,2.58,0.855,12743,14755
300,1,5,cluster,True,0.012,0.005,0.854,0.003,0.466,2.588,0.863,12795,14826
300,2,5,high-degree,True,0.013,0.005,0.925,0.002,0.467,2.588,0.861,12854,14692
300,2,10,random,True,0.013,0.013,0.904,0.006,0.472,2.584,0.858,12677,14797
300,2,5,random,True,0.013,0.005,0.917,0.003,0.469,2.58,0.86,12800,14855
300,3,10,random,True,0.013,0.01,0.824,0.005,0.468,2.585,0.859,12781,14802
300,2,5,cluster,True,0.013,0.007,0.883,0.003,0.465,2.586,0.86,12870,14747
300,1,10,high-degree,True,0.013,0.013,0.929,0.006,0.466,2.586,0.86,12940,14850
300,3,5,cluster,True,0.013,0.005,0.896,0.003,0.467,2.582,0.86,12814,14715
300,2,10,high-degree,True,0.013,0.012,0.914,0.006,0.469,2.583,0.859,12727,14761
300,2,5,high-degree,True,0.013,0.005,0.822,0.002,0.474,2.586,0.858,12837,14881
300,2,10,random,True,0.013,0.016,0.866,0.008,0.467,2.587,0.862,12901,14834
300,2,5,cluster,True,0.013,0.007,0.885,0.003,0.471,2.583,0.859,12877,14906
300,3,10,high-degree,True,0.013,0.013,0.888,0.006,0.47,2.586,0.86,12744,14840
300,1,5,high-degree,True,0.014,0.006,0.962,0.003,0.473,2.584,0.858,12845,14941
