N,Hmax,obs_count,placement,cover_enabled,accuracy,graph_f1,graph_precision,graph_recall,dummy_fraction,avg_path_length,path_diversity,total_replies,conversation_threads
75,3,5,high-degree,True,0.047,0.145,0.926,0.078,0.202,2.894,0.784,2124,1116
75,3,5,cluster,True,0.05,0.118,0.782,0.064,0.194,2.903,0.789,2156,1120
75,3,5,random,False,0.051,0.089,0.9,0.047,0.0,2.928,0.831,2213,1094
75,1,5,cluster,True,0.052,0.129,0.838,0.07,0.196,2.897,0.779,2219,1111
75,3,5,random,True,0.052,0.126,0.833,0.068,0.207,2.919,0.785,2125,1109
75,1,5,cluster,True,0.054,0.146,0.874,0.079,0.205,2.901,0.783,2209,1113
75,1,5,high-degree,False,0.055,0.086,0.935,0.045,0.0,2.928,0.823,2162,1074
75,3,5,cluster,True,0.055,0.1,0.797,0.053,0.185,2.906,0.784,2155,1113
75,1,5,cluster,False,0.062,0.066,0.868,0.034,0.0,2.928,0.828,2202,1078
75,3,5,high-degree,False,0.064,0.093,0.959,0.049,0.0,2.925,0.828,2208,1070
75,3,5,cluster,False,0.071,0.074,0.881,0.039,0.0,2.912,0.818,2218,1076
100,3,5,high-degree,True,0.031,0.086,0.907,0.045,0.243,2.812,0.806,3188,1916
100,3,5,cluster,True,0.031,0.077,0.821,0.04,0.245,2.825,0.81,3307,1893
100,1,5,random,True,0.032,0.074,0.917,0.038,0.232,2.811,0.805,3270,1901
100,3,5,high-degree,True,0.032,0.089,0.941,0.047,0.239,2.799,0.798,3206,1913
100,1,5,high-degree,True,0.032,0.085,0.906,0.045,0.237,2.803,0.804,3186,1885
100,3,5,cluster,True,0.032,0.068,0.91,0.035,0.241,2.806,0.8,3258,1900
100,1,5,random,True,0.033,0.08,0.889,0.042,0.255,2.811,0.8,3330,1902
100,1,5,high-degree,True,0.035,0.081,0.924,0.042,0.232,2.816,0.811,3286,1900
100,1,5,cluster,True,0.037,0.083,0.926,0.044,0.25,2.8,0.8,3216,1895
100,3,5,random,True,0.038,0.076,0.895,0.04,0.239,2.803,0.8,3340,1902
100,3,5,random,True,0.039,0.079,0.877,0.041,0.239,2.823,0.802,3303,1896
100,1,5,cluster,True,0.039,0.082,0.881,0.043,0.244,2.804,0.796,3339,1902
100,1,5,high-degree,False,0.041,0.05,0.957,0.026,0.0,2.829,0.846,3269,1805
100,1,5,random,False,0.043,0.04,1.0,0.02,0.0,2.835,0.85,3290,1818
100,3,5,cluster,False,0.043,0.035,1.0,0.018,0.0,2.824,0.849,3295,1788
100,1,5,cluster,False,0.049,0.04,0.897,0.02,0.0,2.84,0.851,3232,1790
100,3,5,high-degree,False,0.051,0.053,0.94,0.027,0.0,2.838,0.85,3262,1818
100,3,5,random,False,0.054,0.035,0.969,0.018,0.0,2.835,0.849,3262,1804
150,1,5,high-degree,True,0.021,0.033,0.918,0.017,0.321,2.691,0.831,5557,4172
150,3,5,high-degree,True,0.021,0.04,0.87,0.02,0.307,2.692,0.836,5588,4120
150,3,5,cluster,True,0.022,0.035,0.855,0.018,0.32,2.695,0.834,5541,4140
150,1,5,random,True,0.022,0.026,0.855,0.013,0.317,2.686,0.832,5582,4167
150,1,5,random,True,0.022,0.033,0.892,0.017,0.307,2.693,0.837,5559,4129
150,3,5,random,True,0.023,0.038,0.884,0.019,0.317,2.686,0.831,5613,4139
150,1,5,cluster,True,0.023,0.031,0.875,0.016,0.32,2.685,0.832,5635,4145
150,1,5,cluster,True,0.024,0.032,0.831,0.016,0.317,2.693,0.835,5578,4149
150,3,5,random,True,0.025,0.034,0.873,0.018,0.319,2.691,0.833,5541,4117
150,3,5,high-degree,True,0.026,0.037,0.871,0.019,0.32,2.682,0.828,5608,4117
150,1,5,high-degree,True,0.026,0.035,0.897,0.018,0.318,2.689,0.834,5530,4117
150,3,5,cluster,True,0.027,0.035,0.864,0.018,0.323,2.684,0.831,5532,4123
150,3,5,cluster,False,0.028,0.013,0.893,0.006,0.0,2.7,0.882,5671,3638
150,3,5,random,False,0.029,0.014,0.964,0.007,0.0,2.705,0.878,5595,3642
150,3,5,high-degree,False,0.033,0.011,0.917,0.006,0.0,2.695,0.883,5588,3653
150,1,5,random,False,0.033,0.015,0.938,0.008,0.0,2.714,0.886,5723,3664
150,1,5,cluster,False,0.034,0.012,0.889,0.006,0.0,2.704,0.879,5637,3669
150,1,5,high-degree,False,0.035,0.014,0.966,0.007,0.0,2.695,0.883,5608,3618
200,3,5,high-degree,True,0.015,0.021,0.949,0.01,0.379,2.621,0.849,7855,7045
200,3,5,random,True,0.015,0.017,0.859,0.009,0.382,2.625,0.845,7940,7058
200,1,5,cluster,True,0.015,0.02,0.877,0.01,0.391,2.626,0.847,7932,7072
200,3,5,cluster,True,0.017,0.019,0.907,0.01,0.378,2.626,0.848,7957,7044
200,1,5,high-degree,True,0.017,0.019,0.92,0.01,0.392,2.623,0.844,7983,7060
200,3,5,high-degree,True,0.017,0.019,0.893,0.009,0.385,2.626,0.846,7938,7056
200,1,5,cluster,True,0.017,0.015,0.871,0.008,0.38,2.625,0.847,7943,7054
200,1,5,random,True,0.018,0.018,0.892,0.009,0.377,2.626,0.845,7995,7063
200,1,5,high-degree,True,0.019,0.017,0.91,0.009,0.382,2.618,0.845,7826,7049
200,1,5,random,True,0.019,0.018,0.855,0.009,0.377,2.621,0.846,7924,7027
200,3,5,random,True,0.02,0.02,0.9,0.01,0.381,2.618,0.844,7912,7046
200,3,5,cluster,True,0.022,0.019,0.896,0.01,0.377,2.62,0.847,7919,7030
200,3,5,high-degree,False,0.023,0.005,0.905,0.003,0.0,2.636,0.902,7954,5775
200,1,5,random,False,0.024,0.006,0.952,0.003,0.0,2.639,0.903,7918,5740
200,3,5,cluster,False,0.026,0.005,0.905,0.003,0.0,2.635,0.903,7987,5679
200,1,5,cluster,False,0.026,0.004,1.0,0.002,0.0,2.632,0.903,7877,5769
200,1,5,high-degree,False,0.028,0.005,0.95,0.003,0.0,2.635,0.901,7773,5658
200,3,5,random,False,0.031,0.005,0.95,0.003,0.0,2.638,0.904,7887,5664
300,1,5,cluster,True,0.01,0.007,0.937,0.004,0.465,2.588,0.859,12903,14855
300,1,5,high-degree,True,0.01,0.005,0.864,0.002,0.47,2.583,0.856,12917,14894
300,3,5,cluster,True,0.011,0.01,0.93,0.005,0.469,2.586,0.861,12730,14931
300,3,5,random,True,0.011,0.008,0.877,0.004,0.465,2.588,0.862,12798,14784
300,3,5,random,True,0.011,0.042,0.841,0.022,0.787,2.571,0.703,12999,17038
300,1,5,high-degree,True,0.011,0.005,0.913,0.003,0.462,2.588,0.861,12930,14759
300,1,5,random,True,0.012,0.006,0.855,0.003,0.47,2.584,0.862,12876,14889
300,3,5,cluster,True,0.012,0.008,0.897,0.004,0.496,2.586,0.854,12819,15202
300,3,5,high-degree,True,0.012,0.006,0.842,0.003,0.476,2.585,0.859,12802,14968
300,1,5,random,True,0.013,0.006,0.79,0.003,0.464,2.584,0.859,12780,14802
300,3,5,high-degree,True,0.013,0.005,0.867,0.002,0.465,2.587,0.863,12845,14827
300,1,5,cluster,True,0.014,0.007,0.898,0.003,0.461,2.586,0.861,12811,14766
300,1,5,high-degree,False,0.016,0.001,1.0,0.0,0.0,2.595,0.924,12660,10558
300,1,5,cluster,False,0.017,0.002,1.0,0.001,0.0,2.602,0.925,12627,10565
300,3,5,cluster,False,0.019,0.001,0.923,0.001,0.0,2.599,0.925,12566,10646
300,3,5,random,False,0.02,0.001,0.833,0.001,0.0,2.6,0.926,12777,10632
300,3,5,high-degree,False,0.021,0.001,0.875,0.0,0.0,2.598,0.925,12656,10498
300,1,5,random,False,0.022,0.002,0.882,0.001,0.0,2.6,0.926,12751,10661
400,1,5,cluster,True,0.008,0.005,0.931,0.002,0.534,2.58,0.866,17385,24866
400,1,5,cluster,True,0.008,0.004,0.938,0.002,0.535,2.576,0.866,17347,24857
400,1,5,random,True,0.009,0.004,0.923,0.002,0.54,2.577,0.864,17268,24980
400,1,5,random,True,0.009,0.003,0.82,0.001,0.538,2.578,0.864,17238,24912
400,3,5,cluster,True,0.01,0.003,0.938,0.002,0.532,2.578,0.867,17275,24884
400,3,5,cluster,True,0.01,0.004,0.879,0.002,0.552,2.577,0.859,17388,25283
400,1,5,high-degree,True,0.01,0.003,0.953,0.001,0.538,2.581,0.868,17290,25055
400,3,5,random,True,0.01,0.003,0.96,0.002,0.538,2.581,0.866,17375,24993
400,3,5,high-degree,True,0.01,0.002,0.939,0.001,0.532,2.579,0.866,17332,24831
400,3,5,high-degree,True,0.011,0.003,0.977,0.001,0.538,2.58,0.867,17399,25015
400,1,5,high-degree,True,0.011,0.003,0.872,0.001,0.549,2.577,0.863,17275,25250
400,3,5,random,True,0.011,0.003,0.812,0.001,0.536,2.578,0.866,17160,24920
400,1,5,cluster,False,0.013,0.001,0.846,0.0,0.0,2.594,0.939,17203,15662
400,3,5,high-degree,False,0.015,0.001,1.0,0.0,0.0,2.603,0.938,17196,15620
400,3,5,random,False,0.015,0.001,1.0,0.0,0.0,2.601,0.939,17279,15717
400,1,5,random,False,0.015,0.001,0.938,0.001,0.0,2.6,0.938,17479,15762
400,3,5,cluster,False,0.018,0.001,0.812,0.0,0.0,2.599,0.939,17354,15687
400,1,5,high-degree,False,0.018,0.001,0.944,0.001,0.0,2.595,0.938,17154,15624
