N,Hmax,obs_count,placement,cover_enabled,accuracy,graph_f1,graph_precision,graph_recall,dummy_fraction,avg_path_length,path_diversity,total_replies,conversation_threads
75,3,5,cluster,False,0.082,0.08,0.976,0.042,0.0,2.915,0.815,2133,1065
100,3,5,high-degree,True,0.026,0.091,0.882,0.048,0.244,2.811,0.807,3309,1930
100,1,5,high-degree,True,0.027,0.095,0.966,0.05,0.251,2.817,0.803,3183,1913
100,1,5,high-degree,True,0.028,0.088,0.851,0.047,0.252,2.809,0.805,3272,1919
100,3,5,cluster,True,0.031,0.086,0.848,0.045,0.245,2.817,0.807,3214,1921
100,3,5,high-degree,True,0.033,0.083,0.893,0.044,0.245,2.805,0.804,3201,1932
100,1,5,cluster,True,0.035,0.071,0.853,0.037,0.245,2.809,0.805,3215,1924
100,1,5,random,True,0.035,0.082,0.851,0.043,0.248,2.807,0.803,3229,1920
100,1,5,cluster,True,0.038,0.078,0.833,0.041,0.243,2.814,0.806,3207,1926
100,1,5,random,True,0.038,0.071,0.865,0.037,0.241,2.812,0.806,3188,1934
100,3,5,cluster,False,0.039,0.034,0.968,0.017,0.0,2.837,0.852,3328,1835
100,3,5,random,True,0.042,0.072,0.867,0.038,0.24,2.816,0.798,3268,1921
100,3,5,cluster,True,0.042,0.081,0.89,0.042,0.242,2.802,0.801,3251,1936
100,1,5,cluster,False,0.042,0.033,0.967,0.017,0.0,2.829,0.847,3215,1814
100,3,5,random,True,0.043,0.073,0.878,0.038,0.238,2.811,0.806,3279,1923
100,3,5,high-degree,False,0.05,0.049,0.956,0.025,0.0,2.828,0.847,3275,1827
100,1,5,high-degree,False,0.054,0.05,0.917,0.026,0.0,2.825,0.847,3209,1818
100,3,5,random,False,0.055,0.041,0.923,0.021,0.0,2.832,0.852,3175,1831
100,1,5,random,False,0.056,0.041,0.947,0.021,0.0,2.828,0.843,3216,1796
150,1,5,random,True,0.019,0.027,0.93,0.013,0.315,2.685,0.837,5588,4173
150,1,5,cluster,True,0.02,0.029,0.921,0.015,0.304,2.69,0.839,5575,4146
150,3,5,cluster,True,0.021,0.033,0.848,0.017,0.314,2.691,0.835,5576,4156
150,3,5,random,True,0.022,0.04,0.871,0.021,0.315,2.686,0.837,5599,4137
150,3,5,high-degree,True,0.023,0.03,0.871,0.015,0.314,2.678,0.838,5563,4168
150,1,5,high-degree,True,0.024,0.035,0.899,0.018,0.31,2.694,0.841,5587,4137
150,3,5,cluster,True,0.024,0.034,0.907,0.017,0.313,2.686,0.834,5559,4162
150,1,5,high-degree,True,0.024,0.033,0.905,0.017,0.31,2.694,0.84,5558,4180
150,3,5,high-degree,True,0.025,0.029,0.935,0.015,0.31,2.688,0.832,5587,4143
150,3,5,random,True,0.025,0.029,0.879,0.015,0.311,2.681,0.836,5543,4156
150,1,5,cluster,True,0.026,0.034,0.861,0.017,0.326,2.688,0.835,5605,4158
150,1,5,random,True,0.026,0.038,0.917,0.02,0.329,2.689,0.833,5600,4153
150,1,5,high-degree,False,0.029,0.013,1.0,0.006,0.0,2.706,0.884,5609,3682
150,3,5,high-degree,False,0.03,0.01,0.909,0.005,0.0,2.707,0.887,5627,3694
150,3,5,random,False,0.032,0.013,0.963,0.007,0.0,2.708,0.886,5520,3653
150,3,5,cluster,False,0.032,0.012,0.92,0.006,0.0,2.71,0.888,5578,3657
150,1,5,cluster,False,0.033,0.009,1.0,0.005,0.0,2.708,0.888,5560,3672
150,1,5,random,False,0.038,0.015,0.909,0.008,0.0,2.703,0.881,5572,3674
200,3,5,cluster,True,0.016,0.017,0.925,0.009,0.371,2.631,0.849,7953,7033
200,1,5,random,True,0.016,0.021,0.881,0.01,0.373,2.628,0.847,7960,7090
200,3,5,high-degree,True,0.017,0.015,0.914,0.007,0.38,2.619,0.846,7880,7042
200,3,5,random,True,0.017,0.014,0.895,0.007,0.376,2.624,0.845,7954,7044
200,1,5,high-degree,True,0.017,0.017,0.938,0.008,0.372,2.627,0.851,8009,7098
200,3,5,high-degree,True,0.017,0.016,0.906,0.008,0.372,2.629,0.849,7902,7049
200,1,5,high-degree,True,0.017,0.02,0.888,0.01,0.377,2.627,0.849,7906,7072
200,1,5,cluster,True,0.019,0.012,0.811,0.006,0.371,2.623,0.847,7916,6975
200,1,5,cluster,True,0.02,0.017,0.838,0.009,0.371,2.625,0.85,7811,6993
200,3,5,random,True,0.02,0.012,0.84,0.006,0.367,2.62,0.85,7745,6998
200,1,5,random,False,0.021,0.006,0.909,0.003,0.0,2.646,0.906,7796,5798
200,3,5,high-degree,False,0.021,0.007,0.96,0.003,0.0,2.648,0.905,7920,5799
200,3,5,cluster,True,0.021,0.017,0.894,0.008,0.377,2.624,0.846,8026,7022
200,1,5,random,True,0.023,0.018,0.917,0.009,0.368,2.632,0.849,8012,7022
200,3,5,cluster,False,0.024,0.006,1.0,0.003,0.0,2.645,0.908,7797,5868
200,1,5,high-degree,False,0.027,0.003,1.0,0.001,0.0,2.642,0.899,7914,5828
200,3,5,random,False,0.028,0.005,0.905,0.003,0.0,2.648,0.904,7802,5778
200,1,5,cluster,False,0.029,0.005,0.857,0.003,0.0,2.64,0.905,7885,5839
300,3,5,high-degree,True,0.009,0.005,0.824,0.003,0.467,2.585,0.861,12773,14817
300,3,5,random,True,0.011,0.007,0.841,0.004,0.469,2.586,0.861,12710,14708
300,1,5,high-degree,True,0.011,0.006,0.912,0.003,0.493,2.583,0.852,12788,15068
300,1,5,cluster,True,0.011,0.007,0.844,0.003,0.469,2.587,0.861,12694,14788
300,3,5,cluster,True,0.011,0.007,0.889,0.003,0.469,2.585,0.859,12781,14775
300,1,5,random,True,0.011,0.006,0.783,0.003,0.476,2.586,0.861,12783,14886
300,3,5,random,True,0.012,0.006,0.855,0.003,0.468,2.585,0.863,12787,14751
300,3,5,high-degree,True,0.012,0.005,0.891,0.003,0.466,2.584,0.861,12670,14764
300,1,5,cluster,True,0.013,0.005,0.808,0.003,0.476,2.586,0.861,12662,14848
300,1,5,high-degree,True,0.013,0.006,0.857,0.003,0.471,2.581,0.855,12674,14766
300,3,5,cluster,True,0.013,0.006,0.938,0.003,0.469,2.587,0.86,12766,14759
300,1,5,random,True,0.014,0.005,0.8,0.002,0.474,2.582,0.858,12741,14801
300,1,5,high-degree,False,0.017,0.002,0.929,0.001,0.0,2.611,0.929,12720,10539
300,1,5,cluster,False,0.018,0.002,0.842,0.001,0.0,2.608,0.929,12844,10470
300,3,5,high-degree,False,0.019,0.002,1.0,0.001,0.0,2.61,0.927,12807,10532
300,3,5,random,False,0.02,0.001,0.833,0.001,0.0,2.608,0.927,12803,10512
300,1,5,random,False,0.021,0.001,1.0,0.0,0.0,2.609,0.93,12718,10472
300,3,5,cluster,False,0.026,0.001,0.846,0.001,0.0,2.609,0.925,12768,10383
400,1,5,random,True,0.008,0.004,0.901,0.002,0.541,2.581,0.865,17225,24989
400,3,5,random,True,0.008,0.004,0.923,0.002,0.539,2.579,0.865,17104,24788
400,1,5,random,True,0.008,0.004,0.908,0.002,0.539,2.576,0.866,17144,24799
400,1,5,cluster,True,0.009,0.004,0.897,0.002,0.543,2.581,0.864,17186,24928
400,3,5,high-degree,True,0.009,0.002,0.946,0.001,0.543,2.58,0.864,17101,24968
400,1,5,high-degree,True,0.009,0.003,1.0,0.001,0.546,2.579,0.864,17184,25000
400,1,5,cluster,True,0.009,0.003,0.911,0.001,0.542,2.578,0.863,17181,24898
400,3,5,random,True,0.01,0.006,0.977,0.003,0.539,2.58,0.867,17250,24790
400,3,5,cluster,True,0.01,0.002,0.857,0.001,0.538,2.579,0.864,17255,24851
400,1,5,high-degree,True,0.01,0.003,0.925,0.001,0.539,2.58,0.865,17112,24870
400,3,5,cluster,True,0.01,0.004,0.943,0.002,0.538,2.578,0.863,17511,24960
400,3,5,high-degree,True,0.011,0.003,0.848,0.001,0.541,2.582,0.867,17237,25039
400,1,5,cluster,False,0.014,0.001,1.0,0.0,0.0,2.607,0.94,17256,15497
400,3,5,cluster,False,0.015,0.0,0.857,0.0,0.0,2.602,0.939,17147,15592
400,3,5,random,False,0.015,0.001,1.0,0.0,0.0,2.607,0.939,17239,15489
400,3,5,high-degree,False,0.016,0.001,1.0,0.0,0.0,2.602,0.94,17199,15517
400,1,5,high-degree,False,0.017,0.0,1.0,0.0,0.0,2.605,0.941,17261,15516
400,1,5,random,False,0.018,0.001,0.895,0.001,0.0,2.603,0.939,17174,15416
